,human,mouse
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,0.474008208,0.098010317
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1,0.10875513,0.128960943
REACTOME_MITOTIC_M_M_G1_PHASES,0.519835841,0.571112749
REACTOME_MYOGENESIS,0.195622435,0.170228445
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE,0.699042408,0.382461312
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE,0.603967168,0.728813559
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,0.771545828,0.764922623
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS,0.233926129,0.625644805
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS,0.245554036,0.3183493
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,0.290697674,0.376565954
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,0.781121751,0.573323508
REACTOME_GPCR_LIGAND_BINDING,0.115595075,0.816507001
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION,0.850205198,0.79587325
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,0.054719562,0.011053795
REACTOME_SHC_MEDIATED_CASCADE,0.112175103,0.126013265
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS,0.805745554,0.696389094
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,0.474692202,0.393515107
REACTOME_MITOTIC_G2_G2_M_PHASES,0.413816689,0.663227708
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK,0.197674419,0.06927045
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,0.054035568,0.008106116
REACTOME_DNA_REPAIR,0.335841313,0.173913043
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,0.047195622,0.09064112
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS,0.317373461,0.768607222
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS,0.054035568,0.019896831
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.122435021,0.143699337
REACTOME_CHROMOSOME_MAINTENANCE,0.846785226,0.420781135
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,0.748974008,0.387619749
REACTOME_L1CAM_INTERACTIONS,0.84746922,0.38688283
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING,0.001367989,1
REACTOME_SIGNALING_BY_ILS,0.726402189,0.038319823
REACTOME_NETRIN1_SIGNALING,0.435704514,0.61385409
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,0.143638851,0.13559322
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,0.01504788,0.011790715
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,0.608071135,0.22770818
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM,0.759233926,0.415622697
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES,0.018467852,0.086956522
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS,0.002735978,1
REACTOME_RNA_POL_I_PROMOTER_OPENING,0.714774282,0.481945468
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS,0,1
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT,1,1
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING,0.119699042,0.495946942
REACTOME_RECYCLING_PATHWAY_OF_L1,0.552667579,0.170965365
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,0.121751026,0.384672071
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,0.257181943,0.458364038
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,0.116963064,0.064848931
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX,0.650478796,0.433308769
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,0.262653899,0.274871039
REACTOME_IL1_SIGNALING,0.836525308,0.217391304
REACTOME_GLOBAL_GENOMIC_NER_GG_NER,0.69493844,0.335298452
REACTOME_CGMP_EFFECTS,0.044459644,0.010316875
REACTOME_REGULATION_OF_SIGNALING_BY_CBL,0.203146375,0.117907148
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION,0.398084815,0.086219602
REACTOME_CALNEXIN_CALRETICULIN_CYCLE,0.049247606,0.104642594
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP,0.099179207,0.299189388
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS,1,1
REACTOME_NEPHRIN_INTERACTIONS,0.293433653,0.084745763
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING,0.701778386,0.45394252
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,0.040355677,0.016949153
REACTOME_PLATELET_HOMEOSTASIS,0.82626539,0.718496684
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,0.070451436,0.109801032
REACTOME_PLATELET_SENSITIZATION_BY_LDL,0.059507524,0.252026529
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,0.511627907,0.767133382
REACTOME_IL_RECEPTOR_SHC_SIGNALING,0.083447332,0.178334562
REACTOME_RAP1_SIGNALLING,0.31121751,0.525423729
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,0.010259918,0.012527634
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS,0.214090287,0.102431835
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,0.310533516,0.642593957
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,0.010943912,0.048636699
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION,0.101915185,0.411201179
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS,0.02872777,1
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1,0.101915185,0.436256448
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS,0.487004104,0.767133382
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1,0.545143639,0.322770818
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,0.044459644,0.02358143
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,0.240082079,0.072955048
REACTOME_CIRCADIAN_CLOCK,0.805745554,0.648489315
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION,0.505471956,0.198968312
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,0.850205198,0.316138541
REACTOME_REGULATION_OF_IFNG_SIGNALING,0.216142271,0.451731761
REACTOME_GABA_A_RECEPTOR_ACTIVATION,0.011627907,1
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,0.487004104,0.401621223
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS,0.452120383,0.579218865
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION,0.192886457,0.378776713
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION,0.670314637,0.425939573
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,0.0875513,0.043478261
REACTOME_GABA_B_RECEPTOR_ACTIVATION,0.787277702,0.676492262
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10,0.070451436,0.055268976
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP,0.121067031,0.352984525
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,0.317373461,0.085482682
REACTOME_IRON_UPTAKE_AND_TRANSPORT,0.835157319,0.657332351
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP,0.495212038,0.219602063
REACTOME_INTERFERON_GAMMA_SIGNALING,0.31874145,0.464259396
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION,0.042407661,0.027266028
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,0.060875513,0.028739867
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,0.099863201,0.593220339
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,0.047879617,0.030213707
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.307797538,0.274871039
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,0.268125855,0.380987472
REACTOME_GABA_RECEPTOR_ACTIVATION,0.759233926,0.675755343
REACTOME_KINESINS,0.108071135,0.075902727
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,0.077291382,0.034635225
REACTOME_REGULATION_OF_IFNA_SIGNALING,0.073871409,0.27266028
REACTOME_INTERFERON_SIGNALING,0.795485636,0.828297716
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING,0.79753762,0.217391304
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE,0.74623803,0.445836404
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,0.230506156,0.733971997
REACTOME_DSCAM_INTERACTIONS,0.046511628,0.168754606
REACTOME_ION_CHANNEL_TRANSPORT,0.045143639,0.031687546
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0,0.400820793,0.54458364
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX,0.130642955,0.459100958
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS,0.737346101,0.224760501
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,0.08002736,0.036109064
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT,0.010943912,0.008106116
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER,0.257865937,0.164333088
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,0.818057456,0.305821665
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,0.843365253,0.221075903
REACTOME_MEIOTIC_RECOMBINATION,0.837209302,0.729550479
REACTOME_IL_2_SIGNALING,0.329685363,0.252026529
REACTOME_IL_6_SIGNALING,0.207934337,0.053058217
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,0.238030096,0.196020634
REACTOME_SIGNALING_BY_NOTCH,0.846785226,0.806927045
REACTOME_LAGGING_STRAND_SYNTHESIS,0.132694938,0.481945468
REACTOME_INTRINSIC_PATHWAY,0.29753762,0.095062638
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1,0.055403557,0.120117907
REACTOME_ETHANOL_OXIDATION,0.201094391,1
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,0.082763338,0.439204127
REACTOME_DNA_REPLICATION,0.750341997,0.607958732
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_,0.45622435,0.395725866
REACTOME_PKB_MEDIATED_EVENTS,0.676470588,0.618275608
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,0.122435021,0.483419307
REACTOME_METABOLISM_OF_CARBOHYDRATES,0.779753762,0.684598379
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,0.210670315,0.514369934
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,0.008891929,0.81871776
REACTOME_SIGNAL_ATTENUATION,0.010259918,0.030213707
REACTOME_PURINE_METABOLISM,0.699726402,0.594694178
REACTOME_SOS_MEDIATED_SIGNALLING,0.151162791,0.241709654
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER,0.10875513,0.627855564
REACTOME_APOPTOSIS,0.092339261,0.284450995
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,0.176470588,0.392041268
REACTOME_HEMOSTASIS,0.556771546,0.235077377
REACTOME_INFLUENZA_LIFE_CYCLE,0.225718194,0.334561533
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION,0.220246238,0.274134119
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY,0.472640219,0.213706706
REACTOME_HIV_INFECTION,0.635430917,0.373618276
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS,0.223666211,0.096536478
REACTOME_HIV_LIFE_CYCLE,0.435704514,0.176860722
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,0.585499316,0.683861459
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,0.365937073,0.550478998
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0.461696306,0.473839352
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION,0.390560876,0.660280029
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_,0.296853625,0.574797347
REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX,0.733926129,0.707442889
REACTOME_RAF_MAP_KINASE_CASCADE,0.263337893,0.309506264
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,0.373461012,0.664701548
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE,0.327633379,0.218128224
REACTOME_SHC_MEDIATED_SIGNALLING,0.098495212,0.346352248
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,0.837893297,0.693441415
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,0.798905609,0.741341194
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.668946648,0.3633014
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,0.359781122,0.511422255
REACTOME_UNWINDING_OF_DNA,0.359781122,0.404568902
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,0.617647059,0.378776713
REACTOME_GLUCURONIDATION,0.036935705,1
REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C,0.604651163,0.381724392
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,0.655266758,0.406042741
REACTOME_INNATE_IMMUNE_SYSTEM,0.839261286,0.739867354
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN,0.220930233,0.066322771
REACTOME_MITOTIC_PROMETAPHASE,0.842681259,0.577745026
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,0.814637483,0.647752395
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1,0.415868673,0.374355195
REACTOME_LIPOPROTEIN_METABOLISM,0.042407661,0.303610906
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,0.376880985,0.43109801
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS,0.432968536,0.747236551
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT,0.038987688,0.402358143
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,0.834473324,0.313190862
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,0.120383037,0.251289609
REACTOME_ACTIVATED_TLR4_SIGNALLING,0.595759234,0.364775239
REACTOME_IMMUNE_SYSTEM,0.714774282,0.019159912
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION,1,1
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,0.175786594,0.266764923
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,0.08002736,0.027266028
REACTOME_INTEGRATION_OF_PROVIRUS,0.368673051,0.507000737
REACTOME_GLUTATHIONE_CONJUGATION,0.776333789,0.552689757
REACTOME_COMPLEMENT_CASCADE,0.430916553,0.235077377
REACTOME_PHASE_II_CONJUGATION,0.789329685,0.518791452
REACTOME_MTORC1_MEDIATED_SIGNALLING,0.223666211,0.626381724
REACTOME_TOLL_RECEPTOR_CASCADES,0.647742818,0.755342668
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,0.181942544,0.676492262
REACTOME_GLUCOSE_METABOLISM,0.664842681,0.737656595
REACTOME_RNA_POL_III_CHAIN_ELONGATION,0.135430917,0.604274134
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS,0.002051984,0.010316875
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,0.642954856,0.04568902
REACTOME_NOD1_2_SIGNALING_PATHWAY,0.102599179,0.049373618
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,0.44254446,0.054532056
REACTOME_MEIOTIC_SYNAPSIS,0.641586867,0.684598379
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.227086183,0.050110538
REACTOME_THE_NLRP3_INFLAMMASOME,0.155950752,0.479734709
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.780437756,0.0899042
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX,0.23871409,0.304347826
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING,0.26880985,0.137803979
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,0.430916553,0.715549005
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS,0.000683995,1
REACTOME_INFLAMMASOMES,0.233926129,0.369196758
REACTOME_POTASSIUM_CHANNELS,0.104651163,0.275607959
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,0.357729138,0.434045689
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,0.052667579,0.252026529
REACTOME_AMYLOIDS,0.000683995,0.820928519
REACTOME_PACKAGING_OF_TELOMERE_ENDS,0.216142271,0.538688283
REACTOME_TELOMERE_MAINTENANCE,0.656634747,0.698599853
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0.585499316,0.391304348
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND,0.132694938,0.394252027
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,1,1
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,0.830369357,0.596904937
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,0.318057456,0.151805453
REACTOME_EXTENSION_OF_TELOMERES,0.116963064,0.505526898
REACTOME_G2_M_CHECKPOINTS,0.341997264,0.512159175
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,0.247606019,1
REACTOME_S_PHASE,0.415868673,0.3633014
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21,0.402872777,0.422254974
REACTOME_TRYPTOPHAN_CATABOLISM,1,1
REACTOME_DNA_STRAND_ELONGATION,0.153214774,0.517317612
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY,0.099179207,0.184229919
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION,0.076607387,1
REACTOME_CHOLESTEROL_BIOSYNTHESIS,0.474008208,0.458364038
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION,1,1
REACTOME_GAP_JUNCTION_TRAFFICKING,0.131326949,0.319823139
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION,1,1
REACTOME_METABOLISM_OF_PORPHYRINS,0.391928865,0.214443626
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION,1,1
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,0.625170999,0.503316139
REACTOME_SIGNALING_BY_FGFR,0.848837209,0.79439941
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE,1,1
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,1,1
REACTOME_GAP_JUNCTION_ASSEMBLY,1,1
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,0.086867305,0.065585851
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION,0.426812585,0.507000737
REACTOME_PYRIMIDINE_METABOLISM,0.206566347,0.326455416
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.668262654,0.751658069
REACTOME_PI3K_CASCADE,0.012995896,0.668386146
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.802325581,0.403095063
REACTOME_SHC_RELATED_EVENTS,0.023939808,0.325718497
NABA_COLLAGENS,0.498632011,0.393515107
NABA_ECM_GLYCOPROTEINS,0.036935705,0.206337509
NABA_ECM_REGULATORS,0.792749658,0.559322034
NABA_ECM_AFFILIATED,0.296853625,0.479734709
NABA_PROTEOGLYCANS,0.585499316,0.216654385
NABA_SECRETED_FACTORS,0.001367989,0.38688283
NABA_CORE_MATRISOME,0.070451436,0.148120855
NABA_MATRISOME_ASSOCIATED,0.009575923,0.436256448
NABA_BASEMENT_MEMBRANES,0.597811218,0.324981577
NABA_MATRISOME,0.010259918,0.587324982
