,GSM2172075,GSM2172102,GSM2172173,GSM2172352,GSM2174145,GSM2174148,GSM2174150,GSM2174151,GSM2174153,GSM2174156,GSM2174158,GSM2174161,GSM2174168,GSM2174170,GSM2174171,GSM2174172,GSM2174173,GSM2174176,GSM2174177,GSM2174182,GSM2174190,GSM2174194,GSM2174195,GSM2174196,GSM2174198,GSM2174201,GSM2174204,GSM2174205,GSM2174207,GSM2174209,GSM2174213,GSM2174215,GSM2174217,GSM2174224,GSM2174229,GSM2174231,GSM2174238,GSM2174241,GSM2174242,GSM2174247,GSM2174249,GSM2174253,GSM2174255,GSM2174259,GSM2174261,GSM2174262,GSM2174263,GSM2174265,GSM2174268,GSM2174270,GSM2174276,GSM2174281,GSM2174282,GSM2174283,GSM2174285,GSM2174289,GSM2174294,GSM2174296,GSM2174299,GSM2174305,GSM2174307,GSM2174309,GSM2174310,GSM2174313,GSM2174316,GSM2174324,GSM2174325,GSM2174326,GSM2174336,GSM2174343,GSM2174346,GSM2174347,GSM2174352,GSM2174356,GSM2174358,GSM2174359,GSM2174360,GSM2174368,GSM2174370,GSM2174376,GSM2174379,GSM2174381,GSM2174383,GSM2174386,GSM2174389,GSM2174390,GSM2174403,GSM2174406,GSM2174407,GSM2174408,GSM2174416,GSM2174417,GSM2174422
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS,0.017,0.1812,0.0256,0.00519999999999998,0.00600000000000001,0.00800000000000001,0.1082,0.0748,0.3754,0.663,0.7636,0.785,0.0135999999999999,0.142,0.0298,0.00460000000000005,0.2794,0.7536,0.2096,0.047,0.00539999999999996,0.0866,0.045,0.000199999999999978,0.0468,0.312,0.000199999999999978,0.1106,0.4402,0.00860000000000005,0.1798,0.0682,0.2124,0.1146,0.0548,0.00280000000000002,0.347,0.000800000000000023,0.1292,0.000800000000000023,0.025,0.0206,0.0194,0.2072,0.299,0.1228,0.0134,0.012,0.7826,0.0486,0.000199999999999978,0.0576,0.0908,0.6648,0.6314,0.6128,0.00560000000000005,0.7888,0.6836,0.2174,0.0404,0.302,0.0476,0.0182,0.00560000000000005,0.0134,0.00239999999999996,0.4932,0.0924,0.0498,0.0986,0.0262,0.4814,0.0108,0.1534,0.2206,0.2676,0.0594,0.00660000000000005,0.5206,0.018,0.1238,1,0.299,0.0848,0.0168,0.4632,0.072,0.0184,0.00219999999999998,0.1836,0.6276,0.0304
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1,1,1,1,1,1,1,1,0.9956,1,1,1,1,1,0.9954,1,1,1,1,1,0.9952,1,0.999,1,0.9996,1,0.999,1,1,0.999,1,1,1,1,1,0.9956,1,1,0.9952,0.9996,1,0.9994,0.9972,1,1,0.9926,0.983,1,1,1,1,1,1,0.9958,1,0.998,1,1,0.9954,1,0.9482,0.9994,1,1,0.9978,0.9996,0.998,1,0.9906,1,1,0.9966,1,0.9994,0.999,1,0.9968,0.998,1,1,1,0.999,1,1,1,1,0.9992,1,0.999,0.9978,1,0.9902,1,1
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,1,1,1,1,1,1,1,0.9996,0.9972,0.9492,0.9972,1,1,0.6976,1,1,0.6728,1,1,1,1,1,0.9998,1,1,0.95,0.9986,1,1,0.9692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999,0.9998,1,1,1,1,0.9482,1,0.734,1,1,0.9998,0.9786,1,1,0.9992,1,1,1,1,1,1,1,0.9814,1,1,1,1,0.992,0.999,0.9982,1,1,1,1,1,1,1,0.9976,1,0.9998,1,0.9992,1
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,1,0.9934,1,0.9194,1,0.7866,0.9904,1,1,1,1,1,0.9192,0.1592,0.9966,0.9884,0.9148,0.98,0.9938,1,0.991,1,0.9872,0.9068,1,0.9966,0.9996,0.755,1,0.8636,1,1,1,0.994,0.999,1,0.7682,1,1,0.9962,1,1,1,1,0.8818,1,0.9992,0.825,1,0.7594,1,0.5456,1,0.911,1,1,0.9536,0.965,1,0.9876,0.8832,0.9962,1,0.9488,0.9994,1,0.9964,0.893,1,0.994,1,0.992,0.9956,1,0.9956,0.9962,0.9996,0.9952,0.8694,0.9986,1,0.9956,0.8898,1,0.9964,1,1,0.9414,0.7176,1,1,1,1
REACTOME_CIRCADIAN_CLOCK,0.998,0.999,0.998,0.9986,0.9986,1,0.9288,1,0.9852,0.9862,1,0.9998,0.9996,0.9998,0.9992,0.9998,0.9992,0.9998,0.9986,0.9998,0.999,0.9992,0.9266,0.9998,0.9962,1,0.9998,0.9988,0.9984,0.9986,0.9958,0.9998,0.9958,1,1,0.9998,0.9998,1,0.9996,0.9998,0.9994,0.9998,0.9996,0.999,0.9998,0.9878,0.9998,0.9996,0.9998,0.9994,0.9988,0.9988,0.9932,0.999,0.9998,0.9856,0.9988,0.9996,0.9998,0.9842,0.9998,0.9998,0.9998,0.9912,1,0.7622,0.9788,0.9998,0.9994,0.996,0.9998,0.999,0.995,0.9998,0.9998,0.9992,0.9998,0.9998,1,0.9996,0.9998,1,0.9584,1,0.9852,1,1,0.9988,0.999,0.9994,0.9984,0.9998,0.9988
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION,1,1,1,0.9792,0.7894,0.8664,0.7806,1,0.9772,0.9222,0.9516,1,0.3326,0.3036,1,0.922,0.9628,0.197,0.9992,1,0.8362,0.8986,0.9988,0.8632,0.9718,0.7942,0.7628,0.9018,0.9092,0.956,0.7534,0.7528,0.9958,0.9446,0.9752,1,0.8758,1,0.8588,0.9986,1,0.9734,1,1,1,1,0.955,0.9056,1,0.867,0.9632,0.9958,0.9108,1,0.2948,1,1,0.9086,0.9954,0.9926,0.963,0.9812,0.8744,1,0.9684,1,0.2198,0.9612,1,0.8444,1,1,0.9592,0.8582,0.9786,0.9944,1,0.6082,1,0.9986,0.9402,0.9998,0.9892,1,0.4666,1,1,0.89,0.9082,0.9992,0.7814,0.9988,0.977
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,0.9816,0.8154,0.9998,0.908,0.9136,0.9916,0.9862,0.5812,0.8436,0.957,0.991,0.9894,0.9986,0.955,0.9424,0.9692,0.9996,0.9848,0.9796,0.969,0.9952,0.9928,0.9992,0.9994,0.7582,0.9886,0.976,0.9014,0.9616,0.9992,0.9862,0.9836,0.6848,0.9956,0.9944,0.9948,0.9972,0.9992,0.9142,0.644,0.8158,0.9898,0.9946,0.9382,0.988,0.9796,0.7888,0.9994,0.9998,0.9994,0.7436,0.9996,0.9856,0.9956,0.9994,0.9994,0.9818,0.9966,0.8438,0.982,0.9414,0.8162,0.9776,0.8076,0.9908,0.932,0.9666,0.9962,0.9916,0.9768,0.5818,0.9948,0.9906,0.8174,0.9828,0.9946,0.9956,0.9636,0.8898,0.9556,0.9994,0.985,0.9974,0.9392,0.9692,0.9904,0.9734,0.9906,0.9996,0.6256,0.988,0.8302,0.9462
REACTOME_REGULATION_OF_IFNG_SIGNALING,1,0.995,1,0.99,0.6646,0.9998,1,0.7864,0.9908,1,0.9984,0.9996,0.989,1,0.9964,0.9984,0.9996,0.9414,0.9476,0.6982,0.9488,0.9958,1,1,0.9988,0.9882,0.9106,1,1,0.974,0.9958,1,0.988,1,0.8424,1,0.99,0.8872,0.861,0.4906,0.979,0.9914,0.9972,0.9964,0.9498,0.9842,0.9734,0.9986,0.9986,0.9958,0.9982,0.966,0.9992,1,0.1878,0.9618,0.7544,0.968,1,0.978,1,0.9118,0.7552,1,0.978,0.9668,0.9986,0.9978,0.861,0.979,1,0.9998,0.9964,0.974,0.9972,0.9662,0.7396,0.9538,0.9996,0.9996,0.872,0.9164,1,0.7248,0.9712,0.7814,0.9996,0.8534,0.9948,0.4568,0.9126,0.5728,0.9338
REACTOME_GABA_A_RECEPTOR_ACTIVATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,1,1,1,1,1,1,0.9998,1,1,1,1,1,1,1,0.9998,1,0.9996,0.9998,1,1,1,1,1,1,1,1,0.997,1,1,1,0.9998,1,1,1,0.9994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.995,1,0.9998,0.9994,1,0.9998,1,0.9996,1,1,1,1,0.9998,0.9978,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS,0.103,0.9978,0.9982,0.1954,0.989,0.6338,0.9812,0.8318,0.6018,0.9986,1,0.877,1,0.083,0.7852,0.7222,0.7938,0.9812,0.3578,0.9428,0.2972,0.4986,0.946,0.2544,0.593,0.9754,0.1742,1,0.9954,0.6616,0.7048,1,1,0.5042,0.756,1,0.8388,0.0464,0.9944,0.1634,0.5302,0.3354,0.7176,1,1,0.9634,0.6282,0.6068,0.944,0.5498,0.991,1,1,0.8196,0.9982,0.9998,0.021,0.9906,0.953,0.6314,0.879,1,0.3566,1,0.683,0.948,1,0.9718,0.949,0.709,1,0.5276,0.9976,0.5222,0.9046,0.9972,0.9848,0.997,0.9762,0.8794,0.547,0.954,1,0.858,0.4496,0.9118,0.8694,0.3348,0.8884,0.633,0.735,0.9698,1
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION,1,0.8654,0.4158,0.9098,0.9192,0.9996,0.5642,0.9994,1,0.7956,1,1,1,1,0.9828,0.9996,0.9992,1,1,0.9996,0.988,1,1,0.9994,0.961,1,0.3182,0.9996,0.9912,0.9958,1,1,1,1,1,1,0.8962,1,0.9008,0.9994,1,0.873,0.9752,1,1,0.9946,0.9968,0.999,0.9996,0.944,0.9994,0.6232,0.7204,1,0.996,0.9718,1,0.9994,0.9906,0.9986,0.9842,0.9842,0.866,1,0.7168,0.7818,0.9638,1,1,0.4636,1,1,0.9044,0.7752,0.9204,1,0.9422,0.9332,1,0.91,1,0.9996,1,1,1,1,1,0.7388,0.4682,1,1,1,1
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION,0.9966,1,0.9938,0.9858,0.4662,0.8846,0.2974,0.8226,0.6376,0.9458,0.9428,0.6576,0.7032,0.1576,0.6454,0.7886,0.848,0.324,0.9992,0.9432,0.816,0.9592,0.8208,0.3126,0.99,0.8126,0.249,0.999,0.8552,0.9948,0.8594,0.9874,0.967,0.9994,0.3914,0.9816,0.834,0.2444,0.93,0.3718,0.9922,1,0.9344,0.2354,0.1866,0.3938,0.5558,0.9912,0.9856,0.668,0.9436,0.2872,0.8964,0.9958,0.6414,0.8932,0.1112,0.7146,0.995,0.7822,0.976,0.8112,0.696,0.999,0.6842,0.7482,0.9864,0.995,0.7346,0.9086,0.9444,0.7834,0.9758,0.6658,0.651,0.7172,0.773,0.407,0.9966,0.9484,0.4526,0.7086,0.999,0.616,0.5964,0.9998,0.4878,0.49,0.8152,0.8928,0.1754,0.991,1
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,1,0.9864,1,1,1,1,0.9706,1,1,1,0.998,1,1,0.5182,0.987,0.9922,0.9086,1,0.9926,1,0.9908,1,0.986,0.8984,1,1,0.997,1,1,0.6784,1,1,1,1,0.9972,1,0.5884,0.9962,1,0.9896,1,1,1,1,1,1,0.9972,0.9856,1,0.7406,1,1,1,1,1,1,0.9546,1,1,0.9676,1,1,1,0.986,0.9962,1,0.999,0.7656,1,1,1,0.9918,1,1,0.9964,0.992,0.999,0.9972,1,1,1,0.995,1,1,1,1,1,1,0.9386,1,1,1,1
REACTOME_GABA_B_RECEPTOR_ACTIVATION,0.0886,0.882,0.9956,0.1114,0.9714,0.2652,0.411,0.652,0.6164,0.9832,0.4336,0.6164,1,0.0696,0.2922,0.758,0.6906,0.9908,0.3368,0.9346,0.5882,0.624,0.5602,0.3258,0.6092,0.615,0.2096,0.7186,0.9948,0.9066,0.7266,1,1,0.6372,0.6208,1,0.5084,0.0306,0.9956,0.1712,0.6508,0.2606,0.7688,1,1,0.6964,0.4376,0.312,0.8318,0.3054,0.8268,0.5736,0.2294,0.8014,0.4442,0.9986,0.043,0.805,0.889,0.6356,0.4038,0.999,0.5372,0.0538,0.255,0.6854,0.2342,0.5064,0.7392,0.4324,0.3262,0.5768,0.9904,0.405,0.938,0.9558,0.9838,0.9868,0.9836,0.7798,0.7432,0.9512,0.7234,0.2136,0.6092,0.8192,0.7574,0.3128,0.7718,0.4672,0.2666,0.829,0.3882
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10,1,0.9408,1,1,1,1,1,1,1,1,0.7502,1,1,1,1,1,0.736,1,1,1,1,1,1,0.3836,1,1,0.9204,1,1,1,1,1,1,1,1,1,1,1,1,0.8072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0616,0.813,1,1,1,0.6788,1,1,0.4884,1,1,1,1,1,1,1,1,1,1,1,0.8438,1,0.963,1,1,1,1,1,1,1,1,1,1,1
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP,0.9996,0.9834,1,0.9318,1,0.9886,0.9988,0.977,0.9974,0.9994,0.9996,1,0.9998,1,0.9992,0.9908,0.9908,0.9952,0.9998,0.9894,1,0.9894,0.9926,0.9616,0.9988,0.9982,0.9992,0.993,0.9954,0.9992,0.9924,1,1,1,0.9824,1,0.9996,0.9948,0.9992,0.9978,1,0.9992,0.9998,0.9998,0.9796,0.9786,0.9992,1,1,0.9992,0.9978,0.995,1,1,0.983,0.9988,1,0.9622,0.9998,0.9978,0.9892,0.9988,0.9996,1,0.999,0.9976,0.9916,0.985,0.9988,0.9992,1,0.9966,0.9992,0.998,0.996,0.9648,0.9514,0.9998,0.9966,0.9998,0.9988,0.9998,1,0.9898,0.9982,0.9942,1,0.9956,0.9998,0.9924,0.9832,0.9966,1
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,0.9822,0.0624,0.9394,0.7246,0.9974,0.9974,0.9896,0.9444,0.9992,0.9312,0.781,0.9894,0.9946,0.894,0.9994,0.9842,0.98,0.9866,0.9948,0.9474,0.9814,0.997,0.9608,0.7752,0.9648,0.9218,0.9946,0.7958,0.9968,0.9992,0.9976,0.8808,0.1586,0.9874,0.9902,0.9864,0.9894,0.9776,0.9994,0.9952,0.9746,0.998,1,0.8168,0.9778,0.9868,0.9896,0.9704,0.9986,0.9992,0.9876,0.9892,0.9766,0.4612,0.9916,0.9882,0.9718,0.8814,0.9036,0.9688,0.9922,0.998,0.9986,1,0.923,0.9814,0.9634,0.9894,0.9994,0.9824,0.9328,0.9706,0.978,0.9978,1,0.9984,0.998,0.9826,0.9236,0.9994,0.9722,0.973,0.9748,0.9894,0.9598,0.82,0.9738,0.9468,0.9986,0.9498,0.9776,0.9742,0.989
REACTOME_IRON_UPTAKE_AND_TRANSPORT,0.872,0.7154,0.9836,0.0348000000000001,0.1144,0.6248,0.1472,0.7648,0.1708,0.3456,0.5044,0.6076,0.252,0.9814,0.7216,0.7346,0.9564,0.00339999999999996,0.5798,0.921,0.038,0.996,0.491,0.5108,0.6158,0.299,0.00280000000000002,0.9956,0.2384,0.2286,0.3002,0.9282,0.9948,1,0.735,0.9986,0.00900000000000001,0.2874,0.9376,0.00480000000000003,0.3908,0.5752,0.1226,0.143,0.9892,0.814,0.964,0.042,0.089,0.208,0.3234,0.1216,0.099,1,0.1344,0.7092,0.8818,0.863,0.1272,0.9998,0.0620000000000001,0.0828,0.477,1,0,0.8926,0.0226,0.2814,0.094,0.2552,0.9686,0.4662,0.0616,0.0658,0.1806,0.8256,0.4178,0.0962,0.6068,0.1076,0.8048,0.9136,0.8346,0.474,0.9974,0.00780000000000003,1,0.6104,0.0632,0.0686,0.1858,0.048,0.9648
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP,0.9994,1,1,1,0.9994,0.9998,1,0.9922,0.9996,0.9998,1,1,0.9992,0.995,0.9894,0.9998,0.9964,0.9994,0.9998,0.9954,1,0.9992,1,0.9988,0.9996,0.9952,0.9992,0.9998,0.9992,0.9996,0.9998,1,1,0.9952,0.9992,1,0.9998,0.9992,0.9992,0.9998,0.9994,0.9972,0.9996,1,0.993,0.991,1,1,0.9998,0.9998,1,0.9998,0.996,1,0.9978,0.9998,1,0.9954,0.9992,0.9766,0.9994,0.9996,0.9998,0.9978,0.9946,0.9992,1,0.991,1,0.9998,0.9964,0.7584,0.9992,0.9994,0.9992,0.9978,0.9992,1,1,0.9998,0.999,0.9998,1,0.9998,1,0.9994,1,0.9994,1,0.9998,0.9944,0.9992,0.9996
REACTOME_INTERFERON_GAMMA_SIGNALING,0.3862,0.562,0.167,0.1882,0.472,0.827,0.625,0.3918,0.852,0.4646,0.5318,0.33,0.5768,0.8322,0.282,0.488,0.1996,0.0914,0.1328,0.4736,0.4786,0.3774,0.1044,0.3686,0.7062,0.3436,0.042,0.708,0.1804,0.866,0.7906,0.947,0.3542,0.7488,0.616,0.8684,0.6498,0.7416,0.558,0.264,0.2928,0.4646,0.4916,0.941,0.7534,0.8258,0.5454,0.8254,0.0832000000000001,0.826,0.5136,0.7792,0.9864,0.871,0.1082,0.6552,0.2028,0.156,0.6164,0.9064,0.3704,0.5112,0.233,1,0.1234,0.586,0.5838,0.8542,0.4504,0.7984,0.9814,0.4516,0.7368,0.7016,0.1384,0.2966,0.0798,0.2336,0.8508,0.6442,0.4094,0.3236,0.7142,0.2536,0.9612,0.5434,0.6522,0.173,0.5856,0.5926,0.2556,0.1604,0.7742
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION,1,0.513,0.7036,1,1,1,1,1,1,1,1,1,0.8284,1,0.9368,0.6764,0.8308,1,1,1,0.5078,1,1,1,1,0.2466,0.9704,1,0.975,1,1,1,1,1,1,1,1,1,0.9114,0.99,0.9698,0.6084,0.9754,1,1,0.749,0.8098,1,1,0.9854,0.7548,0.7384,1,1,1,1,1,0.6448,1,0.2576,0.9578,0.948,1,1,0.9478,1,1,0.9904,0.9672,1,1,0.4594,1,1,1,1,0.8386,0.9904,1,0.951,0.9618,0.7724,1,1,0.7526,1,0.8284,1,1,1,1,1,1
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,0.4594,0.3896,1,0.9696,1,1,0.6522,0.9458,0.0672,1,1,1,1,1,0.9276,0.9978,0.8154,1,0.7558,0.9946,1,1,1,1,1,1,0.2006,1,1,0.806,1,1,1,1,0.9752,1,0.952,0.9998,1,1,1,0.3104,1,1,1,0.985,1,0.9818,0.9838,0.5526,1,0.6764,1,1,1,1,0.9384,0.9628,0.5714,0.994,0.7708,0.772,1,1,0.5158,1,0.9954,1,1,0.3776,1,1,0.7036,1,0.8974,0.9676,0.9722,0.9746,1,1,1,1,1,1,1,1,1,0.2326,0.1928,0.9748,1,1,1
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,0.1546,0.3,0.3374,0.5022,0.4444,0.1222,0.931,0.5396,0.2334,0.4518,0.517,0.5396,0.4424,0.5948,0.5464,0.6808,0.7642,0.8232,0.5696,0.7424,0.7932,0.707,1,0.4412,0.02,0.5788,0.1798,0.2718,0.0182,0.7702,1,1,0.4138,0.1088,0.9466,0.1612,0.5138,0.5958,0.5026,0.4144,0.8992,0.0554,0.073,0.4652,0.1328,0.6526,0.2006,0.3942,0.9008,0.6372,0.9332,0.3512,0.2066,0.7166,0.1828,1,0.476,0.1838,0.259,0.332,0.02,0.3264,0.9782,0.3394,0.075,0.0332,0.37,0.3828,0.0622,0.4438,0.0906,0.1398,0.91,0.3474,0.5298,0.5904,0.0894,0.9008,0.0764,0.7694,0.0828,0.2366,0.2446,0.028,0.0448,0.0412,0.0364,0.459,0.2088,0.6448,1,0.089,0.3352
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.9226,0.9666,0.924,0.7866,0.9376,0.9646,0.9344,0.907,0.9924,0.9774,0.8364,0.9706,0.9824,0.78,0.7262,0.908,0.8274,0.849,0.8622,0.8046,0.9878,0.732,0.986,0.9468,0.9594,0.8766,0.193,0.912,0.7524,0.9484,0.9636,0.9158,0.9288,0.6222,0.924,0.9884,0.9504,0.8892,0.9816,0.9506,0.9558,0.9776,0.9756,0.9918,0.7376,0.9754,0.9898,0.916,0.9636,0.9754,0.7966,0.9824,0.718,0.8982,0.6598,0.9558,0.7842,0.5922,0.8864,0.9058,0.8952,0.8734,0.8952,0.7138,0.7982,0.822,0.945,0.964,0.8894,0.8802,1,0.8964,0.9638,0.9978,0.9232,0.9092,0.8314,0.6592,0.9212,0.9448,0.9986,0.7566,0.9478,0.876,0.9958,0.6886,0.916,0.9762,0.9574,0.9762,0.8316,0.9198,0.9708
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,1,0.9938,1,0.9998,0.9998,0.9998,1,0.9572,1,1,0.9998,1,0.9998,1,0.9998,0.9882,1,0.9996,1,0.9882,0.9974,1,1,1,1,0.9998,0.8922,0.9996,0.9998,0.9996,0.9998,0.9942,1,1,0.9998,1,0.9938,1,1,1,0.9996,1,0.9998,1,1,0.9852,1,1,1,0.9998,0.9986,0.9998,0.9998,1,0.9998,1,1,1,1,0.9998,0.9998,1,1,1,1,0.9998,0.9998,0.9998,0.9986,1,1,0.9998,1,0.9998,1,0.999,1,0.9572,1,1,0.9998,0.9992,0.9998,0.9998,0.973,0.9468,1,0.9956,0.999,0.9954,1,1,1
REACTOME_GABA_RECEPTOR_ACTIVATION,0.0516,0.5116,0.9434,0.0606,0.8426,0.2332,0.1926,0.3708,0.3238,0.856,0.338,0.3236,1,0.0866,0.1424,0.5898,0.318,0.935,0.1602,0.7076,0.3028,0.329,0.4306,0.2308,0.32,0.3222,0.1634,0.4122,0.8784,0.6528,0.4178,1,1,0.3386,0.424,1,0.3896,0.0436,0.941,0.0868,0.4826,0.124,0.576,1,0.4524,0.452,0.206,0.1484,0.5288,0.1808,0.6362,0.6408,0.1714,0.4912,0.32,0.9858,0.1002,0.4948,0.6206,0.3374,0.2504,0.9934,0.3778,0.0452,0.1504,0.3848,0.1726,0.2474,0.4298,0.282,0.2332,0.381,0.8958,0.3024,0.8262,0.552,0.9538,0.904,0.8576,0.5784,0.576,0.7462,0.4782,0.1038,0.32,0.5114,0.6072,0.1482,0.5798,0.2714,0.152,0.5544,0.285
REACTOME_KINESINS,1,0.7672,0.9772,0.7962,0.9756,0.9942,1,0.5722,1,0.547,1,0.9682,1,1,0.3836,0.309,0.733,0.7352,0.9258,0.4684,0.8034,0.7704,0.8874,1,1,0.9122,0.919,0.4134,1,1,1,1,0.0542,1,0.8074,1,0.9116,0.8854,0.4224,0.9972,0.443,0.5916,0.842,1,0.41,0.642,0.4308,0.9954,0.9902,1,1,0.9548,0.876,1,0.977,0.677,1,0.9766,0.3766,0.2454,0.3636,1,0.7416,0.0649999999999999,0.781,0.8372,0.102,0.9312,0.855,0.9868,0.1134,0.9728,0.9836,0.3932,1,0.9992,0.4726,0.8978,0.9718,1,0.9828,0.9898,1,0.9822,1,1,1,1,0.9958,0.444,1,0.766,0.3304
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,1,0.2792,0.3744,0.9194,1,0.935,1,1,0.8074,1,1,1,0.9336,1,0.9768,0.7564,0.9326,1,1,1,0.6288,1,1,1,0.9806,0.3126,0.9964,0.9252,0.977,0.9234,1,1,1,1,1,1,1,1,0.9176,0.865,0.9234,0.8888,0.9934,1,0.7246,0.7778,0.827,1,1,0.9716,0.7826,0.7692,1,1,0.7058,1,1,0.6732,1,0.5486,0.9844,0.9718,0.9714,1,0.9168,1,0.9744,0.9926,0.9696,1,1,0.5226,1,1,0.92,0.9864,0.8552,0.9926,1,0.9536,0.9844,0.7946,1,1,0.781,1,0.8458,0.354,0.958,0.8318,1,0.5144,1
REACTOME_REGULATION_OF_IFNA_SIGNALING,1,0.9388,1,0.8192,0.9902,0.8772,1,0.9722,1,1,0.5678,1,0.9358,1,0.9904,1,0.93,0.9256,0.5876,1,1,0.6936,1,1,0.9752,1,0.3878,1,1,0.8374,1,0.4136,1,1,0.9224,1,0.808,0.069,1,0.894,0.787,0.9522,0.9946,1,1,0.8704,0.8084,1,1,0.6864,0.8182,0.9676,1,1,1,1,1,0.527,0.9976,0.7024,1,1,1,1,0.9898,0.6082,1,1,0.8818,1,1,0.9814,1,0.989,0.6894,1,0.7394,0.9004,1,1,0.9842,0.6398,1,0.4454,0.7538,0.5334,0.9772,1,0.9648,0.9948,1,1,0.622
REACTOME_INTERFERON_SIGNALING,0.9998,0.9998,0.9968,0.9998,0.9998,1,1,1,1,0.9998,0.9998,0.9998,1,0.9998,0.9998,0.9994,1,0.9998,0.9998,1,1,0.9998,0.9988,1,1,1,0.9998,1,1,1,1,1,1,0.9998,0.9998,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9908,1,1,1,0.9998,1,0.9998,1,0.9998,0.9998,1,1,0.9998,1,0.9994,1,0.9998,0.9998,1,1,0.9998,0.9998,1,1,0.9998,1,0.9998,0.9994,0.9976,1,1,1,1,0.9998,0.9998,1,1,1,0.9998,0.9998,0.9998,1,0.9994,0.9998,1
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING,0.9996,0.9472,0.955,0.9888,0.9998,1,1,0.9994,0.9556,0.9948,1,1,0.7572,1,0.9994,1,0.9994,0.9948,0.9996,1,0.999,0.9992,0.9998,1,0.9952,1,0.9994,0.936,0.997,0.9996,0.9996,1,1,1,0.9988,1,0.9994,1,0.9948,1,0.9998,0.9894,0.8948,1,1,1,1,0.9968,1,0.9994,1,0.9728,0.581,1,0.9994,0.9992,1,1,1,0.9994,1,1,0.9998,0.9994,0.9966,0.9888,1,0.9992,0.9846,0.9948,1,0.9996,0.9974,0.9778,1,1,1,1,1,0.997,0.9992,1,1,1,1,1,1,0.991,0.997,0.9998,0.9976,0.9996,1
